Disease,Medication
Retinopathy due to high blood pressure,Tropicamide Ophthalmic
Retinopathy due to high blood pressure,Phenylephrine (Duramax)
Retinopathy due to high blood pressure,Quinapril
Retinopathy due to high blood pressure,Verapamil (Univer)
Retinopathy due to high blood pressure,Repaglinide (Prandin)
Retinopathy due to high blood pressure,Bevacizumab (Avastin)
Retinopathy due to high blood pressure,Bimatoprost Ophthalmic
Retinopathy due to high blood pressure,Temazepam
Retinopathy due to high blood pressure,Hydralazine
Retinopathy due to high blood pressure,Methsuximide (Celontin)
Retinopathy due to high blood pressure,Prasugrel (Effient)
Retinopathy due to high blood pressure,Insul
Vaginal yeast infection,Fluconazole (Diflucan)
Vaginal yeast infection,Miconazole Topical Product
Vaginal yeast infection,Terconazole Topical
Vaginal yeast infection,Clotrimazole Topical
Vaginal yeast infection,Metronidazole
Vaginal yeast infection,Betamethasone-Clotrimazole Topical
Vaginal yeast infection,Nystatin Topical Product
Vaginal yeast infection,Portia
Vaginal yeast infection,Butoconazole Topical
Vaginal yeast infection,Nonoxynol 9 Topical
Vaginal yeast infection,Levonorgestrel
Vaginal yeast infection,Tromethamine
Mastoiditis,Ofloxacin
Mastoiditis,Triamcinolone Nasal Product
Mastoiditis,Tetracaine Ophthalmic
Mastoiditis,Pentobarbital
Mastoiditis,Boric Acid Topical
Mastoiditis,Ioversol
Mastoiditis,Azelastine Ophthalmic
Mastoiditis,Cefotaxime
Mastoiditis,Linezolid (Zyvox)
Mastoiditis,Cefepime
Mastoiditis,Amantadine
Mastoiditis,Ampicillin
Lung contusion,Morphine (Rms)
Lung contusion,Tetanus Toxoid Vaccine (Adacel)
Lung contusion,Cefazolin
Lung contusion,Fentanyl
Lung contusion,Ammonium Chloride
Lung contusion,Propofol
Lung contusion,Mecamylamine
Lung contusion,Grepafloxacin (Raxar)
Lung contusion,Malathion Topical
Lung contusion,Gemtuzumab (Mylotarg)
Lung contusion,Gadoteridol (Prohance)
Hypertrophic obstructive cardiomyopathy (HOCM),Metoprolol
Hypertrophic obstructive cardiomyopathy (HOCM),Verapamil (Univer)
Hypertrophic obstructive cardiomyopathy (HOCM),Trazodone
Hypertrophic obstructive cardiomyopathy (HOCM),Testosterone
Hypertrophic obstructive cardiomyopathy (HOCM),Buspirone (Buspar)
Hypertrophic obstructive cardiomyopathy (HOCM),Mirtazapine
Hypertrophic obstructive cardiomyopathy (HOCM),Olmesartan (Benicar)
Hypertrophic obstructive cardiomyopathy (HOCM),Quetiapine (Seroquel)
Hypertrophic obstructive cardiomyopathy (HOCM),Lansoprazole (Prevacid)
Hypertrophic obstructive cardiomyopathy (HOCM),Fluticasone Nasal Product
Hypertrophic obstructive cardiomyopathy (HOCM),Isosorbide Mononitrate (Ismo)
Ingrown toe nail,Cephalexin
Ingrown toe nail,Povidone Iodine Topical (Betadine)
Ingrown toe nail,Bupivacaine
Ingrown toe nail,Phenol Topical
Ingrown toe nail,Terbinafine Topical
Ingrown toe nail,Ciclopirox Topical
Ingrown toe nail,Iodine Topical
Ingrown toe nail,Terbinafine (Lamisil)
Ingrown toe nail,Cefadroxil
Ingrown toe nail,Dehydrocholic Acid
Ingrown toe nail,Sulfisoxazole (E.S.P.)
Ingrown toe nail,Alendronate-Cholecalciferol
Pulmonary eosinophilia,Ceftriaxone
Pulmonary eosinophilia,Benzonatate
Pulmonary eosinophilia,Moxifloxacin (Avelox)
Pulmonary eosinophilia,Prednisolone
Pulmonary eosinophilia,Lactase
Pulmonary eosinophilia,Ubiquinone (Q10)
Pulmonary eosinophilia,Primidone
Pulmonary eosinophilia,Candesartan (Atacand)
Pulmonary eosinophilia,Cefuroxime
Pulmonary eosinophilia,Robitussin Ac
Open wound of the hip,Cephalexin
Open wound of the hip,Tetanus Toxoid Vaccine (Adacel)
Open wound of the hip,Povidone Iodine Topical (Betadine)
Open wound of the hip,Bacitracin (Septa)
Open wound of the hip,Cefazolin
Open wound of the hip,Silver Sulfadiazine Topical
Open wound of the hip,Papain-Urea Topical
Open wound of the hip,Rabies Vaccine (Obsolete)
Open wound of the hip,Rabies Immune Globul
Open wound of the hip,Sodium Hypochlorite Topical
Corneal disorder,Prednisolone Ophthalmic
Corneal disorder,Moxifloxacin (Avelox)
Corneal disorder,Tropicamide Ophthalmic
Corneal disorder,Phenylephrine (Duramax)
Corneal disorder,Latanoprost
Corneal disorder,Cyclosporine Ophthalmic
Corneal disorder,Proparacaine Ophthalmic
Corneal disorder,Bimatoprost Ophthalmic
Corneal disorder,Olopatadine Ophthalmic
Corneal disorder,Loteprednol Ophthalmic
Corneal disorder,Timolol
Corneal disorder,Brimonidine Ophthalmic
Corneal disorder,Erythromycin
Foreign body in the gastrointestinal tract,Glucagon
Foreign body in the gastrointestinal tract,Cefoxitin
Foreign body in the gastrointestinal tract,Charcoal
Foreign body in the gastrointestinal tract,Papain Topical
Foreign body in the gastrointestinal tract,Triethanolamine Polypeptide Oleate Otic
Foreign body in the gastrointestinal tract,Lidocaine-Prilocaine Topical
Foreign body in the gastrointestinal tract,Fluvoxamine (Luvox)
Foreign body in the gastrointestinal tract,Benzocaine Topical
Endophthalmitis,Erythromycin
Endophthalmitis,Erythromycin Ophthalmic
Endophthalmitis,Sodium Sulfacetamide Ophthalmic
Endophthalmitis,Suprofen Ophthalmic
Endophthalmitis,Bacitracin Ophthalmic
Endophthalmitis,Loteprednol Ophthalmic
Endophthalmitis,Sulfamethoxazole (Bactrim)
Endophthalmitis,Acetazolamide (Diamox)
Endophthalmitis,Fluorescein Ophthalmic
Endophthalmitis,Paclitaxel (Taxol)
Endophthalmitis,Tetracaine (One Touch)
Endophthalmitis,Beclomethasone Nasal Product
Intestinal malabsorption,Vitamin B 12
Intestinal malabsorption,Calcium Citrate
Intestinal malabsorption,Lansoprazole (Prevacid)
Intestinal malabsorption,Nystatin Topical Product
Intestinal malabsorption,Pancreatin
Intestinal malabsorption,Simethicone (Degas)
Intestinal malabsorption,Pancrelipase (Pancrease)
Intestinal malabsorption,Multivitamin With Minerals
Intestinal malabsorption,Tobramycin (Tobi)
Intestinal malabsorption,Copper Gluconate (Preservision 2)
Intestinal malabsorption,Penciclovir Topical
Intestinal malabsorption,Ferric Oxi
Intestinal malabsorption,Chlorzoxazone
Lead poisoning,Air
Lead poisoning,Mecamylamine
Lead poisoning,Troleandomycin
Lead poisoning,Indium Oxyquinoline In-111 (Indium In-111 Oxyquinoline)
Lead poisoning,Pipecuronium (Arduan)
Lead poisoning,Grepafloxacin (Raxar)
Lead poisoning,Rabbit Anti-Human T-Lymphocyte Globulin (Thymoglobulin)
Lead poisoning,Iopanoic Acid
Lead poisoning,Conjugated Estrogens Topical
Lead poisoning,Malathion Topical
Lead poisoning,Gemtuzumab (Mylotarg)
Lead poisoning,Norelgestromin (Ortho Evra)
Viral warts,Imiquimod Topical
Viral warts,Salicylic Acid Topical
Viral warts,Tretinoin Topical
Viral warts,Podofilox Topical
Viral warts,Trichloroacetic Acid Topical
Viral warts,Cimetidine
Viral warts,Acetic Acid Topical
Viral warts,Tazarotene Topical
Viral warts,Econazole Topical
Viral warts,Candida Albicans Extract
Viral warts,Podophyllum Resin Topical
Viral warts,Bleomycin
Hyperhidrosis,Aluminum Chloride Hexahydrate Topical
Hyperhidrosis,Botulinum Toxin Type A (Botox)
Hyperhidrosis,Imiquimod Topical
Hyperhidrosis,Adapalene-Benzoyl Peroxide Topical
Hyperhidrosis,Clindamycin-Tretinoin Topical
Hyperhidrosis,Nateglinide (Starlix)
Hyperhidrosis,Benzoyl Peroxide-Clindamycin Topical
Hyperhidrosis,Isotretinoin (Accutane)
Hyperhidrosis,Cyproheptadine
Hyperhidrosis,Nadolol
Hyperhidrosis,Desloratadine (Clarinex)
Stroke,Clopidogrel (Plavix)
Stroke,Labetalol
Stroke,Alteplase
Stroke,Fosphenytoin
Stroke,Deferasirox (Exjade)
Stroke,Bethanechol
Stroke,Nicardipine
Stroke,Dalteparin (Fragmin)
Stroke,Rimabotulinumtoxinb (Myobloc)
Stroke,L-Methylfolate
Pilonidal cyst,Clindamycin
Pilonidal cyst,Miconazole Topical Product
Pilonidal cyst,Betamethasone-Clotrimazole Topical
Pilonidal cyst,Silver Nitrate Topical Each
Pilonidal cyst,Magnesium Sulfate
Pilonidal cyst,Quinidine
Pilonidal cyst,Clavulanate (Augmentin)
Pilonidal cyst,Salsalate
Pilonidal cyst,Sodium Hypochlorite Topical
Pilonidal cyst,Isosorbide Dinitrate
Pilonidal cyst,Linezolid (Zyvox)
Pilonidal cyst,Dicloxacillin
Pilonidal cyst,Sulfamethoxazole (Bactrim)
Crushing injury,Cephalexin
Crushing injury,Cefazolin
Crushing injury,Tetanus Toxoid Vaccine (Adacel)
Crushing injury,Bupivacaine
Crushing injury,Chromium Picolinate
Crushing injury,Lidocaine Topical Product
Crushing injury,Trolamine Salicylate Topical
Crushing injury,Vecuronium
Crushing injury,Dimenhydrinate (Dramamine)
Crushing injury,Diphtheria Toxoid Vaccine (Prohibit)
Crushing injury,Acetylcysteine
Normal pressure hydrocephalus,Guanfacine (Intuniv)
Normal pressure hydrocephalus,Donepezil (Aricept)
Normal pressure hydrocephalus,Methylphenidate
Normal pressure hydrocephalus,Pyrilamine (Tritan)
Normal pressure hydrocephalus,Colestipol
Normal pressure hydrocephalus,Galantamine
Normal pressure hydrocephalus,Indapamide
Normal pressure hydrocephalus,Trimethobenzamide (Tigan)
Normal pressure hydrocephalus,Captopril
Normal pressure hydrocephalus,Desloratadine (Clarinex)
Normal pressure hydrocephalus,Pramipexole (Mirapex)
Normal pressure hydrocephalus,Phenobarbital
Alopecia,Minoxidil Topical
Alopecia,Finasteride (Propecia)
Alopecia,Triamcinolone Topical Product
Alopecia,Clobetasol Topical
Alopecia,Fluocinonide Topical
Alopecia,Minoxidil (Rogaine)
Alopecia,Betamethasone Topical Product
Alopecia,Salicylic Acid Topical
Alopecia,Ketoconazole
Alopecia,Hydroxychloroquine (Plaquenil)
Alopecia,Anthralin Topical
Alopecia,Biotin
Alopecia,Ciclopirox Topical
Hashimoto thyroiditis,Thyroxine (Synthroid)
Hashimoto thyroiditis,Lithium (Li)
Hashimoto thyroiditis,Sumatriptan (Imitrex)
Hashimoto thyroiditis,Cannabis (Schedule I Substance)
Hashimoto thyroiditis,Propylthiouracil
Hashimoto thyroiditis,Triiodothyronine (Cytomel)
Hashimoto thyroiditis,Garlic Preparation (Kwai)
Hashimoto thyroiditis,Methimazole
Hashimoto thyroiditis,Guanfacine (Intuniv)
Hashimoto thyroiditis,Modafinil (Provigil)
Flat feet,Influenza Virus Vacci
Flat feet,Garlic Preparation (Kwai)
Flat feet,Amantadine
Flat feet,Guanfacine (Intuniv)
Flat feet,Selenium Sulfide Topical
Flat feet,Varenicline (Chantix)
Flat feet,Nicotine
Flat feet,Tizanidine
Flat feet,Ropinirole
Flat feet,Eszopiclone (Lunesta)
Flat feet,Orphenadrine (Flexon)
Flat feet,Indomethacin
Nonalcoholic liver disease (NASH),Vitamin E (Vita-E)
Nonalcoholic liver disease (NASH),Valganciclovir (Valcyte)
Nonalcoholic liver disease (NASH),Dapsone
Nonalcoholic liver disease (NASH),Mycophenolate Mofetil (Cellcept)
Nonalcoholic liver disease (NASH),Lactulose
Nonalcoholic liver disease (NASH),Cyclosporine
Nonalcoholic liver disease (NASH),Nadolol
Nonalcoholic liver disease (NASH),Mesalamine (Asacol)
Nonalcoholic liver disease (NASH),Epoetin Alfa (Procrit)
Nonalcoholic liver disease (NASH),Dutasteride (Avodart)
Nonalcoholic liver disease (NASH),Rabeprazole (Aciphex)
Nonalcoholic liver disease (NASH),Glucosamine
Nonalcoholic liver disease (NASH),Gemfibrozil
Hemarthrosis,Warfarin
Hemarthrosis,Olmesartan (Benicar)
Hemarthrosis,Vitamin B 12
Hemarthrosis,Factor Ix Complex (Obsolete)
Hemarthrosis,Cortisone
Hemarthrosis,Nifedipine
Hemarthrosis,Digoxin
Hemarthrosis,Mecamylamine
Hemarthrosis,Grepafloxacin (Raxar)
Hemarthrosis,Malathion Topical
Hemarthrosis,Gemtuzumab (Mylotarg)
Pelvic organ prolapse,Estradiol
Pelvic organ prolapse,Estroge
Pelvic organ prolapse,Tolterodine (Detrol)
Pelvic organ prolapse,Solifenacin (Vesicare)
Pelvic organ prolapse,Darifenacin (Enablex)
Pelvic organ prolapse,Terconazole Topical
Pelvic organ prolapse,Selegiline
Pelvic organ prolapse,Bethanechol
Pelvic organ prolapse,Imipramine
Pelvic organ prolapse,Tinidazole
Pelvic organ prolapse,Eprosartan (Teveten)
Pelvic organ prolapse,Trospium (Sanctura)
Fracture of the arm,Ketamine
Fracture of the arm,Flumazenil
Fracture of the arm,Carboprost (Hemabate)
Fracture of the arm,Methohexital (Brevital)
Fracture of the arm,Digitoxin
Fracture of the arm,Etomidate
Fracture of the arm,Disopyramide
Fracture of the arm,Turmeric Extract
Fracture of the arm,Fluorides (F-)
Fracture of the arm,Cephalothin
Fracture of the arm,Fenoprofen (Progesic)
Fracture of the arm,Plasma Protein Fraction (Plasmanate)
Coagulation (bleeding) disorder,Warfarin
Coagulation (bleeding) disorder,Enoxaparin (Lovenox)
Coagulation (bleeding) disorder,Heparin
Coagulation (bleeding) disorder,Pyridoxine
Coagulation (bleeding) disorder,Hydroxychloroquine (Plaquenil)
Coagulation (bleeding) disorder,Acarbose
Coagulation (bleeding) disorder,Vitamin K 1 (Mephyton)
Coagulation (bleeding) disorder,Torsemide
Coagulation (bleeding) disorder,Chlorotrianisene (Tace)
Coagulation (bleeding) disorder,Protamines (Protamine)
Coagulation (bleeding) disorder,Factor Viii
Coagulation (bleeding) disorder,Menthol Topical
Coagulation (bleeding) disorder,Levobunolol Ophthalmic
Intracranial hemorrhage,Phenytoin (Dilantin)
Intracranial hemorrhage,Tetanus Toxoid Vaccine (Adacel)
Intracranial hemorrhage,Amantadine
Intracranial hemorrhage,Labetalol
Intracranial hemorrhage,Mannitol
Intracranial hemorrhage,Donepezil (Aricept)
Intracranial hemorrhage,Nicardipine
Intracranial hemorrhage,Plasma Protein Fraction (Plasmanate)
Intracranial hemorrhage,Fosphenytoin
Intracranial hemorrhage,Desmopressin
Intracranial hemorrhage,Nimodipine
Intracranial hemorrhage,Hypromellose (Genteal)
Intracranial hemorrhage,Pancuronium
Hyperkalemia,Sodium Polystyrene Sulfonate (Kayexalate)
Hyperkalemia,Insulin
Hyperkalemia,Sodium Bicarbonate
Hyperkalemia,Atropine (Uaa)
Hyperkalemia,Epoetin Alfa (Procrit)
Hyperkalemia,Magnesium Sulfate
Hyperkalemia,Dopamine
Hyperkalemia,Calcium Acetate
Hyperkalemia,Isosorbide Mononitrate (Ismo)
Hyperkalemia,Calcitriol
Hyperkalemia,Hyoscyamine (A-Spas)
Hyperkalemia,Sodium Benzoate
Cornea infection,Moxifloxacin (Avelox)
Cornea infection,Dexamethasone-Tobramycin Ophthalmic
Cornea infection,Erythromycin
Cornea infection,Proparacaine Ophthalmic
Cornea infection,Prednisolone Ophthalmic
Cornea infection,Loteprednol-Tobramycin Ophthalmic
Cornea infection,Cyclopentolate Ophthalmic
Cornea infection,Cyclosporine Ophthalmic
Cornea infection,Fluorometholone Ophthalmic
Cornea infection,Tetracaine (One Touch)
Cornea infection,Tobramycin (Tobi)
Cornea infection,Ofloxacin Ophthalmic
Cornea infection,Gatifloxacin (Zymar)
Abscess of the lung,Insulin
Abscess of the lung,Metformin
Abscess of the lung,Meropenem
Abscess of the lung,Collagenase Topical
Abscess of the lung,Vancomycin
Abscess of the lung,Budesonide
Abscess of the lung,Levetiracetam (Keppra)
Abscess of the lung,Insul
Abscess of the lung,Combivent
Abscess of the lung,Dexamethasone Topical Product
Abscess of the lung,Docusate (Colace)
Abscess of the lung,Influenza Virus Vacci
Dengue fever,Permethrin Topical
Dengue fever,Hydroxyzine
Dengue fever,Ranitidine
Dengue fever,Acetaminophen
Dengue fever,Air
Dengue fever,Mecamylamine
Dengue fever,Troleandomycin
Dengue fever,Indium Oxyquinoline In-111 (Indium In-111 Oxyquinoline)
Dengue fever,Pipecuronium (Arduan)
Dengue fever,Grepafloxacin (Raxar)
Dengue fever,Rabbit Anti-Human T-Lymphocyte Globulin (Thymoglobulin)
Dengue fever,Iopanoic Acid
Chronic sinusitis,Augmentin
Chronic sinusitis,Mometasone Nasal Product
Chronic sinusitis,Guaifenesin (Mucinex)
Chronic sinusitis,Clarithromycin
Chronic sinusitis,Cefdinir
Chronic sinusitis,Pseudoephedrine (Pcm-La)
Chronic sinusitis,Cefuroxime
Chronic sinusitis,Azelastine Nasal
Chronic sinusitis,Triamcinolone Nasal Product
Chronic sinusitis,Oxymetazoline Nasal
Chronic sinusitis,Budesonide Nasal Product
Cholesteatoma,Ofloxacin
Cholesteatoma,Triamcinolone Nasal Product
Cholesteatoma,Boric Acid Topical
Cholesteatoma,Neomycin (Septa)
Cholesteatoma,Theophylline
Cholesteatoma,Dexamethasone-Tobramycin Ophthalmic
Cholesteatoma,Desloratadine (Clarinex)
Cholesteatoma,Olopatadine Ophthalmic
Cholesteatoma,Irbesartan (Avapro)
Volvulus,Morphine (Rms)
Volvulus,Metronidazole
Volvulus,Midodrine
Volvulus,Repaglinide (Prandin)
Volvulus,Trimethobenzamide (Tigan)
Volvulus,Iohexol (Omnipaque)
Volvulus,Naloxone (Suboxone)
Volvulus,Lactulose
Volvulus,Zosyn
Volvulus,Amiodarone
Volvulus,Allopurinol
Volvulus,Midazolam (Versed)
Volvulus,Digoxin
Injury to the finger,Cephalexin
Injury to the finger,Cefazolin
Injury to the finger,Tetanus Toxoid Vaccine (Adacel)
Injury to the finger,Bupivacaine
Injury to the finger,Cefadroxil
Injury to the finger,Hydrogen Peroxide Topical
Injury to the finger,Phenylpropanolamine (E.N.T.)
Injury to the finger,Tranylcypromine (Parnate)
Injury to the finger,Lidocaine Topical Product
Injury to the finger,Albumin Hum
Injury to the finger,Dimenhydrinate (Dramamine)
Poisoning due to analgesics,Charcoal
Poisoning due to analgesics,Acetylcysteine
Poisoning due to analgesics,Naloxone (Suboxone)
Poisoning due to analgesics,Haloperidol
Poisoning due to analgesics,Dolasetron (Anzemet)
Poisoning due to analgesics,Sodium Citrate
Poisoning due to analgesics,Flumazenil
Poisoning due to analgesics,Vecuronium
Poisoning due to analgesics,Chlorpromazine (Thorazine)
Poisoning due to analgesics,Calcium Acetate
Poisoning due to analgesics,Chlordiazepoxide
Atrial fibrillation,Warfarin
Atrial fibrillation,Furosemide
Atrial fibrillation,Digoxin
Atrial fibrillation,Diltiazem
Atrial fibrillation,Carvedilol
Atrial fibrillation,Amiodarone
Atrial fibrillation,Sotalol
Atrial fibrillation,Potassium Chloride
Atrial fibrillation,Propafenone
Atrial fibrillation,Flecainide
Atrial fibrillation,Bumetanide
Atrial fibrillation,Torsemide
Atrial fibrillation,Dronedarone (Multaq)
Pinworm infection,Mebendazole
Pinworm infection,Pyrantel (Evict)
Pinworm infection,Magaldrate
Pinworm infection,Lactulose
Pinworm infection,Clotrimazole Topical
Pinworm infection,Mecamylamine
Pinworm infection,Grepafloxacin (Raxar)
Pinworm infection,Malathion Topical
Pinworm infection,Gemtuzumab (Mylotarg)
Pinworm infection,Gadoteridol (Prohance)
Pinworm infection,Devil'S Claw Preparation
Urethral valves,Bactrim
Urethral valves,Isosorbide Mononitrate (Ismo)
Urethral valves,Cefprozil
Urethral valves,Calcitriol
Urethral valves,Zoledronic Acid (Reclast)
Urethral valves,Sitagliptin (Januvia)
Urethral valves,Hydroxychloroquine (Plaquenil)
Urethral valves,Glucosamine
Urethral valves,Rotavirus Vaccines (Rotavirus Vaccine)
Urethral valves,Benazepril
Urethral valves,Hepatitis B Vaccine (Obsolete)
Urethral valves,Cefazolin
Open wound of the neck,Mupirocin Topical
Open wound of the neck,Collagenase Topical
Open wound of the neck,Silver Nitrate Topical Each
Open wound of the neck,Vancomycin
Open wound of the neck,Linezolid (Zyvox)
Open wound of the neck,Silver Sulfadiazine Topical
Open wound of the neck,Cellulose
Open wound of the neck,Zinc Sulfate
Open wound of the neck,Sitagliptin (Januvia)
Open wound of the neck,Lactulose
Open wound of the neck,Probucol
Open wound of the neck,Aloe Vera Topical
Open wound of the neck,Becaplermin Topical
Achalasia,Famotidine
Achalasia,Midazolam (Versed)
